Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,08,21,11:14:0,2017,08,21,11:14:0,,Fashion Notes: Melania, Barron Trump Return to White House in Effortless Style,"The First Lady wore another dress from luxury Spanish design house Delpozo, while Barron opted for beige Gucci loafers." Found at: http://www.breitbart.com/big-hollywood/2017/08/21/fashion-notes-melania-trump-barron-return-to-white-house-in-effortless-style/,,,,,,,
2017,08,21,08:25:5,2017,08,21,08:25:5,,Time to 'Cut Off' Illegal Hiring Through E-Verify, Says Immigration Hawk,"An immigration hawk says now is the time to finally “cut off” the “magnet” that brings most illegal aliens to the United States." Found at: http://www.breitbart.com/texas/2017/08/21/time-cut-off-illegal-hiring-e-verify-says-immigration-hawk/,,,,,,,
2017,08,21,07:59:1,2017,08,21,07:59:1,,EXCLUSIVE - Michael Savage Scolds Trump, Blasts Boston Leftists: ‘Trump Has Buckled to the Mob',"Author and radio host Michael Savage scolded President Trump and left-wing "Antifa" protesters in an exclusive interview with Breitbart News." Found at: http://www.breitbart.com/big-government/2017/08/21/exclusive-savage-trump-buckled-mob/,,,,,,,
2017,08,20,14:38:4,2017,08,20,14:38:4,,VIDEO: ‘Hey, Hey, Ho, Ho, These Racist Statues Have to Go!',"VIDEO: ‘Hey, Hey, Ho, Ho, These Racist Statues Have to Go!'" Found at: http://www.breitbart.com/texas/2017/08/20/video-hey-hey-ho-ho-racist-statues-go/,,,,,,,
2017,08,20,07:45:1,2017,08,20,07:45:1,,Six Times President Trump Upset Jared Kushner and Ivanka Trump...and the Media Found Out,"President Trump has upset Jared Kushner and Ivanka Trump a number of times with his words and actions." Found at: http://www.breitbart.com/big-government/2017/08/20/seven-times-president-trump-upset-jared-ivanka-media-found/,,,,,,,
2017,08,20,03:35:3,2017,08,20,03:35:3,,Jeff Flake: 'There Must Always' Be Low-Skilled Immigration to U.S.,""There must always" be a flow low-skilled immigration to the United States, no matter its impact on American workers, Senator Jeff Flake said." Found at: http://www.breitbart.com/texas/2017/08/20/jeff-flake-there-must-always-be-low-skilled-immigration-to-us/,,,,,,,
2017,08,19,15:42:1,2017,08,19,15:42:1,,BLM Storms New Orleans' Jackson Monument, Demands Removal,"Activists stormed the French Quarter's iconic monument to President Andrew Jackson, demanding it be removed from the public square." Found at: http://www.breitbart.com/texas/2017/08/19/blm-storms-new-orleans-jackson-monument-demands-removal/,,,,,,,
2017,08,18,07:39:2,2017,08,18,07:39:2,,Intel CEO Who Bailed on Trump Manufacturing Council Sought 8K H-1B Workers for U.S. Jobs,"A CEO who bailed on President Donald Trump’s now-defunct American Manufacturing Council imported workers to take jobs in the United States." Found at: http://www.breitbart.com/texas/2017/08/18/intel-ceo-bailed-trump-manufacturing-council-sought-8k-h-1b-workers-u-s-jobs/,,,,,,,
2017,08,17,15:49:5,2017,08,17,15:49:5,,NPR Poll: 62% Say Confederate Statues Honoring Leaders Should Remain,"A new poll by NPR/PBS NewsHour/Marist Poll says 62 percent of those polled said Confederate statues honoring leaders should remain." Found at: http://www.breitbart.com/big-government/2017/08/17/npr-poll-62-say-confederate-statues-honoring-leaders-should-remain/,,,,,,,
2017,08,17,04:02:0,2017,08,17,04:02:0,,Soros-Funded Groups AstroTurf DACA Protests at White House,"Protests demanding an amnesty program for young illegal aliens remain intact were sponsored George Soros-funded by open borders groups." Found at: http://www.breitbart.com/texas/2017/08/17/soros-funded-groups-astroturf-daca-protests-white-house/,,,,,,,
2017,08,16,18:13:3,2017,08,16,18:13:3,,U.N. Secretary-General: Venezuela Needs 'Compromise' Between Dictator, Opposition - Breitbart,"U.N. Secretary-General Guterres continued the U.N.’s preference for dialogue in dealing with the socialist dictatorship of Venezuela." Found at: http://www.breitbart.com/national-security/2017/08/16/u-n-secretary-general-rejects-trump-call-for-military-action-in-venezuela-pushes-dialogue/,,,,,,,
2017,08,16,07:05:4,2017,08,16,07:05:4,,Criminal Somali Migrants Fleeing North amid Immigration Crackdown, Says Canadian Intel,"Somali migrants with criminal records are fleeing for Canada as they try to evade increased immigration enforcement and seek refugee status." Found at: http://www.breitbart.com/texas/2017/08/16/criminal-somali-migrants-fleeing-north-amid-immigration-crackdown-says-canadian-intel/,,,,,,,
2017,08,15,16:24:1,2017,08,15,16:24:1,,Senator Brian Schatz: 'Words Cannot Express My Disgust' with Trump, He Is 'Not My President' - Breitbart,"Senator Brian Schatz (D-HI) claimed on Twitter, Tuesday, that President Trump was no longer his president." Found at: http://www.breitbart.com/big-government/2017/08/15/senator-brian-schatz-words-cannot-express-my-disgust-with-trump-he-is-not-my-president/,,,,,,,
2017,08,15,14:46:2,2017,08,15,14:46:2,,Trump Admin Ends Youth Parole Program for Central Americans,"President Donald Trump is ending a program that served as a small amnesty pipeline for Central American nationals denied refugee status." Found at: http://www.breitbart.com/texas/2017/08/15/trump-admin-ends-youth-parole-program-central-americans/,,,,,,,
2017,09,06,07:42:5,2017,09,06,07:42:5,,Immigration Hawks Mobilizing Voters to Shut Down DACA Replacements,"Immigration hawks are rushing to organize Americans against pending legislation in Congress that would legalize DACA recipients." Found at: http://www.breitbart.com/texas/2017/09/06/immigration-hawks-mobilizing-voters-shut-daca-replacements/,,,,,,,
2017,09,06,06:18:1,2017,09,06,06:18:1,,Trump's DACA Decision Backs GOP Leadership into Corner,"President Trump’s decision to end DACA, announced Tuesday, puts GOP leadership in Congress in a tricky situation." Found at: http://www.breitbart.com/big-government/2017/09/06/trumps-daca-decision-backs-gop-leadership-corner/,,,,,,,
2017,09,05,20:38:5,2017,09,05,20:38:5,,Trump to Congress: Legalize DACA! (or I Will Revisit),"President Trump called on Congress to "legalize" DACA just hours after his administration announced its repeal." Found at: http://www.breitbart.com/big-government/2017/09/05/ttrump-to-congress-legalize-daca-or-i-will-revisit/,,,,,,,
2017,09,05,14:59:5,2017,09,05,14:59:5,,2,139 DACA Recipients Convicted or Accused of Crimes Against Americans - Breitbart,"The number of recipients of the DACA program who are convicted criminals, gang members, or suspects in crimes remains staggering." Found at: http://www.breitbart.com/big-government/2017/09/05/2139-daca-recipients-convicted-or-accused-of-crimes-against-americans/,,,,,,,
2017,09,05,11:03:3,2017,09,05,11:03:3,,Trump: United States to Sell More Military Equipment to Japan and South Korea,"President Trump tweeted Tuesday morning that he is allowing Japan and South Korea to buy "military equipment from the United States."" Found at: http://www.breitbart.com/national-security/2017/09/05/trump-sell-military-equipment-japan-south-korea/,,,,,,,
2017,09,05,10:56:4,2017,09,05,10:56:4,,Texas Will Drop Lawsuit Against DACA after Trump Moves to Shutter Program,"Texas Attorney General Ken Paxton will drop a lawsuit against DACA after the Trump Administration announced it will phase out." Found at: http://www.breitbart.com/texas/2017/09/05/texas-will-drop-lawsuit-daca-trump-moves-shutter-program/,,,,,,,
2017,09,05,10:12:3,2017,09,05,10:12:3,,Alabama's Luther Strange Flip-Flops on Senate Filibuster Rule,"Under pressure from his Republican primary special election rival, Roy Moore, Sen. Luther Strange has flip-flopped on ending the Senate filibuster rule." Found at: http://www.breitbart.com/big-government/2017/09/05/alabamas-luther-strange-flip-flops-senate-filibuster-rule/,,,,,,,
2017,09,05,05:55:2,2017,09,05,05:55:2,,Univision, Wells Fargo Chiefs Join Plea to Protect DACA,"More corporate CEOs joined the open borders lobby to protect the DACA program and offer a path to citizenship for illegal aliens." Found at: http://www.breitbart.com/texas/2017/09/05/univision-wells-fargo-chiefs-join-plea-protect-daca/,,,,,,,
2017,09,05,03:55:2,2017,09,05,03:55:2,,27 Times Jeff Sessions Fought for Americans Against DACA, Amnesty and Open Borders,"No politician has fought harder against President Obama's Deferred Action for Childhood Arrivals program than Attorney General Jeff Sessions." Found at: http://www.breitbart.com/big-government/2017/09/05/27-times-jeff-sessions-fought-for-americans-against-daca-amnesty-and-open-borders/,,,,,,,
2017,09,04,13:07:2,2017,09,04,13:07:2,,Kris Kobach on DACA: ‘I Would End It Immediately’,"While the Trump Administration is expected to delay the end of DACA, Kris Kobach said he terminate the program “immediately.”" Found at: http://www.breitbart.com/texas/2017/09/04/kris-kobach-daca-end-immediately/,,,,,,,
2017,09,04,09:16:1,2017,09,04,09:16:1,,Open Borders, Corporate Interests Brace for End of DACA,"With President Donald Trump expected to end DACA for more than 800,000 DREAMers, two special interest groups will take a major hit." Found at: http://www.breitbart.com/texas/2017/09/04/open-borders-corporate-interests-brace-end-daca/,,,,,,,
2017,09,03,19:10:3,2017,09,03,19:10:3,,Report: Attorney General Jeff Sessions Helped Persuade Trump to Kill DACA,"Attorney General Jeff Sessions may have been the key voice in persuading President Trump to end DACA, according to Politico." Found at: http://www.breitbart.com/big-government/2017/09/03/report-attorney-general-jeff-sessions-helped-persuade-trump-to-kill-daca/,,,,,,,
2017,09,03,07:21:5,2017,09,03,07:21:5,,Citizenship for DREAMers -- 'We Warned This Would Happen,' Say Immigration Hawks,"Immigration hawks say illegal alien recipients of an Obama-created amnesty program obtaining Green Cards and even U.S. citizenship was “bound to happen.”" Found at: http://www.breitbart.com/texas/2017/09/03/citizenship-dreamers-warned-happen-say-immigration-hawks/,,,,,,,
2017,09,03,06:14:2,2017,09,03,06:14:2,,Collusion: Jerry Brown Going to Russia Conference Hosted by Putin - Breitbart,"Jerry Brown is flying to Vladivostok Sunday for an economic cooperation conference hosted by Russian President Vladimir Putin." Found at: http://www.breitbart.com/california/2017/09/03/cal-gov-brown-going-to-russia-conference-hosted-by-putin/,,,,,,,
2017,09,02,13:52:3,2017,09,02,13:52:3,,Report: Trump, Chafing Under Kelly's Control, Continues to Call Close Friends and Advisers,"President Trump is chafing under Chief of Staff John Kelly's control, and finding ways around it, according to a report." Found at: http://www.breitbart.com/big-government/2017/09/02/report-chafing-under-gen-kellys-control-trump-continues-to-call-close-friends-and-advisers/,,,,,,,
2017,09,01,17:54:0,2017,09,01,17:54:0,,White House Not Pushing Congress for Border Wall Funding, Won't Shutdown Gov't,"The White House says it won’t shut down the government if the border wall is not funded in the upcoming short-term budget deal." Found at: http://www.breitbart.com/big-government/2017/09/01/white-house-not-pushing-congress-for-border-wall-funding-wont-shut-down-government/,,,,,,,
2017,09,01,16:23:4,2017,09,01,16:23:4,,Tennessee Attorney General Caves on Lawsuit Against DACA, Asks Congress to Pass Amnesty - Breitbart,"Tennessee Attorney General Herbert Slatery III has backed out of a lawsuit he was initially signed onto that threatens legal action against President Trump's administration if an Obama-created amnesty program for illegal aliens is not ended by September 5." Found at: http://www.breitbart.com/big-government/2017/09/01/tennessee-ag-caves-on-lawsuit-against-daca-asks-congress-to-pass-amnesty/,,,,,,,
2017,09,01,08:52:4,2017,09,01,08:52:4,,Microsoft Discloses DREAMer Employees in Plea for DACA Continuance,"In a plea to President Donald Trump, Microsoft revealed that it had an invested business interest in the program continuing." Found at: http://www.breitbart.com/texas/2017/09/01/microsoft-discloses-dreamer-employees-plea-daca-continuance/,,,,,,,
2017,09,01,08:36:5,2017,09,01,08:36:5,,Texas AG: Legal Action Against DACA Will Not Be Delayed,"Legal action against DACA will not be delayed, Texas Attorney General Ken Paxton confirmed." Found at: http://www.breitbart.com/texas/2017/09/01/texas-ag-legal-action-daca-will-not-delayed/,,,,,,,
2017,09,01,07:10:3,2017,09,01,07:10:3,,Trump Country Swing Voters Support Legal Immigration Cuts, Poll Finds,"Ohio swing voters, comprised of independents and Democrats overwhelmingly support cuts to legal immigration levels." Found at: http://www.breitbart.com/texas/2017/09/01/trump-country-swing-voters-support-legal-immigration-cuts-poll-finds/,,,,,,,
2017,08,31,10:32:1,2017,08,31,10:32:1,,WATCH: Out-of-Control Car Emerged from Woods Yards Away from Trump's Motorcade,"An out-of-control car emerged from a wooded area and stopped just yards away from President Trump's motorcade in Missouri." Found at: http://www.breitbart.com/big-government/2017/08/31/watch-out-of-control-car-emerged-from-woods-yards-away-from-trumps-motorcade/,,,,,,,
2017,08,31,07:57:1,2017,08,31,07:57:1,,Cato Decries Trump's Extreme Vetting: 'Will Cost Immigrants Thousands',"The Cato Institute is blasting the prospect of Trump soon enacting “extreme vetting” procedures for foreign nationals seeking entry." Found at: http://www.breitbart.com/texas/2017/08/31/cato-decries-trumps-extreme-vetting-will-cost-immigrants-thousands/,,,,,,,
2017,08,31,07:18:2,2017,08,31,07:18:2,,Zuckerberg Group: 700K American Job Openings If DACA Ends,"A study by Facebook CEO Mark Zuckerberg’s open borders organization revealed that if DACA ended, it would open nearly 700,000 American jobs." Found at: http://www.breitbart.com/texas/2017/08/31/zuckerberg-group-700k-american-job-openings-daca-ends/,,,,,,,
2017,08,30,04:42:3,2017,08,30,04:42:3,,Nancy Pelosi Denounces Violent ‘Antifa’ Protesters: ‘Unequivocal Condemnation’,"Nancy Pelosi issued a statement late Tuesday denouncing violent “Antifa” protesters, saying they deserve “unequivocal condemnation.”" Found at: http://www.breitbart.com/big-government/2017/08/30/nancy-pelosi-denounces-violent-antifa-protesters-unequivocal-condemnation/,,,,,,,
2017,08,29,15:31:2,2017,08,29,15:31:2,,VIDEO: NY ‘Art Dealer’ Erects 20-Foot ‘Trump Rat’ Inflatable, Jokes ‘Too Soon?’ After Hurricane Harvey,"A 20-foot-tall, inflatable depiction of President Trump as a rat loomed in Washington, D.C.’s Dupont Circle neighborhood on Tuesday afternoon" Found at: http://www.breitbart.com/big-government/2017/08/29/video-ny-artist-erects-20-foot-high-trump-rat-inflatable-jokes-too-soon-after-hurricane-harvey/,,,,,,,
2017,08,29,13:22:1,2017,08,29,13:22:1,,Professor Fired after Saying Hurricane Harvey Was ‘Instant Karma’ for Pro-Trump Texas,"A university professor was fired after he said Hurricane Harvey was “instant Karma” for Texas after voting for President Trump." Found at: http://www.breitbart.com/texas/2017/08/29/professor-fired-saying-hurricane-harvey-instant-karma-pro-trump-texas/,,,,,,,
2017,08,29,12:54:5,2017,08,29,12:54:5,,Texas AG on DACA: 'There Is No Statute Authorizing This',"Ken Paxton says an Obama-created amnesty program for young illegal aliens remains unconstitutional, saying that “there is no statute” for it." Found at: http://www.breitbart.com/texas/2017/08/29/texas-ag-on-daca-there-is-no-statute-authorizing-this/,,,,,,,
2017,08,29,09:18:1,2017,08,29,09:18:1,,Houston Police Officer Believed Drowned in Harvey Floodwaters,"A Houston Police officer lost his life when his patrol car submerged in the flood waters at Interstate I-45 and the Hardy Toll Road." Found at: http://www.breitbart.com/texas/2017/08/29/houston-police-officer-believed-drowned-harvey-floodwaters/,,,,,,,
2017,08,29,08:07:4,2017,08,29,08:07:4,,'Extreme Vetting' Coming Soon for Green Card Seekers,"Trump is following through on his promise to implement “extreme vetting” of nationals seeking entry to the United States via Green Cards." Found at: http://www.breitbart.com/texas/2017/08/29/extreme-vetting-coming-soon-green-card-seekers/,,,,,,,
2017,08,29,07:52:4,2017,08,29,07:52:4,,Trump Admin Reviewing Work Visa for Foreign Youth,"Major changes may soon be coming for an exchange visa program where hundreds of thousands of young, foreign nationals can enter the U.S." Found at: http://www.breitbart.com/texas/2017/08/29/trump-admin-reviewing-work-visa-foreign-youth/,,,,,,,
2017,09,15,13:49:4,2017,09,15,13:49:4,,U.S.-Drafted Outline for U.N. Reform Indicates Business as Usual,"The U.S. push for reform of the bloated United Nations is off to a murky start ahead of next week’s General Assembly." Found at: http://www.breitbart.com/national-security/2017/09/15/u-s-drafted-outline-u-n-reform-looks-like-business-usual/,,,,,,,
2017,09,15,06:52:4,2017,09,15,06:52:4,,KASSAM: POTUS Signs ‘Anti-Hate’ Resolution, a Major Assault on America’s First Amendment,"DACA wasn’t the biggest win for the swamp-left this week" Found at: http://www.breitbart.com/big-government/2017/09/15/kassam-potus-signs-anti-hate-resolution-a-major-assault-on-americas-first-amendment/,,,,,,,
2017,09,14,20:52:0,2017,09,14,20:52:0,,Missouri State Sen. Censured, Urged to Resign Following Trump Assassination Post - Breitbart,"Missouri State Sen. Maria Chappelle-Nadal (D-St. Louis) has been censured Wednesday for a Facebook post calling for Trump's assassination." Found at: http://www.breitbart.com/big-government/2017/09/14/missouri-state-sen-censured-urged-to-resign-following-trump-assassination-post/,,,,,,,
2017,09,13,22:50:3,2017,09,13,22:50:3,,Report: Pro-Amnesty Hispanic Caucus Holds 'Emergency Meeting' with Pelosi, Schumer - Breitbart,"Nancy Pelosi (D-CA) and Chuck Schumer (D-NY) convened an "emergency meeting" with the pro-amnesty, open borders Hispanic Caucus." Found at: http://www.breitbart.com/big-government/2017/09/13/report-pro-amnesty-hispanic-caucus-holds-emergency-meeting-with-pelosi-schumer/,,,,,,,
2017,09,13,22:24:1,2017,09,13,22:24:1,,Hannity on Trump’s Reported Amnesty Cave: Must ‘Keep His Promise or It’s Over!’ - Breitbart,"Fox News host Sean Hannity is lighting into the administration and Republicans over amnesty for DACA recipients." Found at: http://www.breitbart.com/big-government/2017/09/13/hannity-on-trumps-reported-amnesty-cave-must-keep-his-promise-or-its-over/,,,,,,,
2017,09,13,22:14:4,2017,09,13,22:14:4,,'Amnesty Don' Trends at Number One on Twitter in Washington, D.C. - Breitbart,"Trump's made a deal to give amnesty to nearly 800,000 illegal aliens and Breitbart plastered the headline "Amnesty Don" on its front page." Found at: http://www.breitbart.com/big-government/2017/09/13/amnesty-don-trends-at-number-one-on-twitter-in-washington-d-c/,,,,,,,
2017,09,13,19:37:1,2017,09,13,19:37:1,,Report: Trump Caves on DACA, Wants 'Quick' Amnesty for 800K Illegal Aliens - Breitbart,"In a meeting with establishment politicians, President Trump signaled a full-fledged cave on the issue of giving amnesty to illegal aliens." Found at: http://www.breitbart.com/big-government/2017/09/13/report-trump-caves-on-daca-wants-quick-amnesty-for-800k-illegal-aliens/,,,,,,,
2017,09,13,18:54:2,2017,09,13,18:54:2,,Iranian Official: U.N. Nuclear Agency Has No Right to Inspect Military Sites - Breitbart,"A top Iranian official put the controversial Iran nuclear deal in doubt once again Tuesday when he warned the U.N. agency in charge of monitoring the Islamic regime’s compliance with the deal that it would not be allowed access to military sites, calling such hopes “a fabrication.”" Found at: http://www.breitbart.com/jerusalem/2017/09/13/iranian-official-u-n-nuclear-agency-has-no-right-to-inspect-military-sites/,,,,,,,
2017,09,13,16:12:2,2017,09,13,16:12:2,,The Economist: Illegal Aliens Protected by DACA Getting Jobs Over Unemployed Americans - Breitbart,"Illegal aliens protected by the DACA program are receiving job opportunities at a higher rate than Americans." Found at: http://www.breitbart.com/big-government/2017/09/13/the-economist-illegal-aliens-protected-by-daca-getting-jobs-over-unemployed-americans/,,,,,,,
2017,09,13,15:54:0,2017,09,13,15:54:0,,U.N. Secretary-General António Guterres Indicates There is Nothing Wrong with ‘America First’,"U.N. Secretary-General António Guterres offered a diplomatic answer Tuesday to a question about Trump’s “America First” slogan" Found at: http://www.breitbart.com/national-security/2017/09/13/antonio-guterres-nothing-wrong-america-first/,,,,,,,
2017,09,13,13:18:3,2017,09,13,13:18:3,,‘Outrageous Selling-Out of the Base’: Immigration Patriots Blast Trump Staffer Marc Short for Trading DACA Amnesty for Tax Cuts,"Immigration patriots say a White House official’s statements that President Trump favors amnesty for 800,000 illegal aliens for tax cuts were “outrageous.”" Found at: http://www.breitbart.com/big-government/2017/09/13/outrageous-selling-out-base-immigration-patriots-blast-trump-staffer-marc-short-trading-daca-amnesty-tax-cuts/,,,,,,,
2017,09,13,12:42:5,2017,09,13,12:42:5,,Congress Mulls 'Immigration in the National Interest' Plan,"A bill introduced in the U.S. House last week would cut legal immigration to increase wages and end low-skilled chain migration." Found at: http://www.breitbart.com/texas/2017/09/13/congress-mulls-immigration-national-interest-plan/,,,,,,,
2017,09,13,12:37:2,2017,09,13,12:37:2,,Marc Short, Former Leader of Koch Never-Trump Effort, Now Pushing DACA Amnesty as White House Staffer,"President Trump’s Dir. of Legislative Affairs Marc Short suggested the administration would not demand pro-U.S. immigration reforms in exchange for amnesty." Found at: http://www.breitbart.com/big-government/2017/09/13/marc-short-former-leader-koch-never-trump-effort-pushing-daca-amnesty-white-house-staffer/,,,,,,,
2017,09,13,12:29:4,2017,09,13,12:29:4,,DHS Cuts Red Tape to ‘Immediately’ Begin Border Wall Construction,"To more quickly begin constructing Trump’s wall along the U.S.-Mexico Border, DHS is cutting red tape that would otherwise delay the project." Found at: http://www.breitbart.com/texas/2017/09/13/dhs-cuts-red-tape-immediately-begin-border-wall-construction/,,,,,,,
2017,09,13,11:13:3,2017,09,13,11:13:3,,EXCLUSIVE – Kris Kobach: ‘Tying DACA Amnesty to Tax Cuts Is the Ultimate Bad Deal-Making’,"Trading amnesty for tax cuts “is the ultimate bad deal-making,” Kansas Secretary of State Kris Kobach told Breitbart News exclusively." Found at: http://www.breitbart.com/big-government/2017/09/13/exclusive-kobach-tying-daca-amnesty-tax-cuts-ultimate-bad-deal-making/,,,,,,,
2017,09,13,10:34:4,2017,09,13,10:34:4,,Trump: U.N. Sanctions on North Korea ‘Not a Big Deal’,"President Trump dismissed recent U.N. sanctions on North Korea as “not a big deal” Tuesday and warned that more would have to be done." Found at: http://www.breitbart.com/national-security/2017/09/13/trump-u-n-sanctions-north-korea-not-big-deal/,,,,,,,
2017,09,12,10:30:3,2017,09,12,10:30:3,,U.N. Human Rights Chief Slams U.S. for Deporting ‘Law-Abiding Immigrants’,"The head of the U.N.’s human rights agency launched an attack on the Trump administration Monday over its crackdown on illegal immigration" Found at: http://www.breitbart.com/national-security/2017/09/12/u-n-human-rights-chief-slams-u-s-deporting-law-abiding-immigrants/,,,,,,,
2017,09,12,08:52:4,2017,09,12,08:52:4,,POLL: More than Half of Working-Class Believes Illegal Aliens Take American Jobs - Breitbart,"POLL: More than Half of Working-Class Believes Illegal Aliens Take American Jobs" Found at: http://www.breitbart.com/texas/2017/09/12/poll-half-working-class-believes-illegal-aliens-take-american-jobs/,,,,,,,
2017,09,11,09:09:3,2017,09,11,09:09:3,,Ceremonies in New York, D.C., Pennsylvania Mark 9/11 Anniversary,"President Trump led the nation in commemorating the 9/11 terror attacks Monday, on the 16th anniversary of the deadly terror attacks." Found at: http://www.breitbart.com/national-security/2017/09/11/ceremonies-new-york-d-c-pennsylvania-mark-911-annivesary/,,,,,,,
2017,09,10,12:10:1,2017,09,10,12:10:1,,POLL: African-Americans, Populist Conservatives Most Likely to Oppose DACA,"A Rasmussen poll reports that African-Americans, populist-conservatives, and middle-class Americans are some of the most likely voters to oppose an Obama-created temporary amnesty program for illegal aliens." Found at: http://www.breitbart.com/texas/2017/09/10/african-americans-populist-conservatives-most-likely-to-oppose-daca/,,,,,,,
2017,09,09,14:44:4,2017,09,09,14:44:4,,Report: Trump Dealt on Debt Ceiling as He Just Wants to be Loved,"President Trump’s decision to side with Democrats to make a deal on the debt ceiling was reportedly made due to Trump’s desire to be loved" Found at: http://www.breitbart.com/big-government/2017/09/09/axios-trump-hoped-for-elites-approval-with-democrat-debt-deal-and-theyre-giving-it-for-now/,,,,,,,
2017,09,09,11:03:3,2017,09,09,11:03:3,,Hillary Clinton Blames Angry Voters for Defeat; Calls for 'Sacred Resistance' Against Trump,"Hillary Clinton, in an event discussing her faith, partly blamed angry voters for her defeat and called for “sacred resistance” against President Trump." Found at: http://www.breitbart.com/big-government/2017/09/09/clinton-blames-angry-voters-defeat-voters-calls-sacred-resistance-trump/,,,,,,,
2017,09,09,08:20:2,2017,09,09,08:20:2,,5 Ways Mike McCaul Earned His Nickname ‘No Wall McCaul’,"Rep. Michael McCaul has been infamously dubbed “No Wall McCaul” by immigration reformers who want to see an end to illegal immigration." Found at: http://www.breitbart.com/texas/2017/09/09/5-ways-mike-mccaul-earned-his-nickname-no-wall-mccaul/,,,,,,,
2017,09,08,11:26:2,2017,09,08,11:26:2,,VIDEO: Illegal Aliens, Open Borders Activists Demolish Fake Jeff Sessions Monument Outside DOJ,"The day after Attorney General Sessions announced that an Obama-created amnesty program for illegals would end, open borders activists protested in DC." Found at: http://www.breitbart.com/big-government/2017/09/08/video-illegal-aliens-open-borders-activists-demolish-fake-sessions-monument-doj/,,,,,,,
2017,09,08,09:18:5,2017,09,08,09:18:5,,House Passes Debt Ceiling, Hurricane Harvey Relief Package - Breitbart,"The House passed on Friday legislation that raises the debt ceiling and gives of Hurricane Harvey $15 billion in relief." Found at: http://www.breitbart.com/big-government/2017/09/08/house-passes-debt-ceiling-hurricane-harvey-relief-package/,,,,,,,
2017,09,07,19:16:3,2017,09,07,19:16:3,,Soros-Funded Group to Dems: Attach DACA Amnesty to 'Every Single' Bill - Breitbart,"An open borders organization funded by globalist billionaire George Soros is demanding that House and Senate Democrats attach amnesty for illegal aliens to "every single" piece of legislation moving over the next six months." Found at: http://www.breitbart.com/big-government/2017/09/07/soros-funded-group-to-dems-attach-daca-amnesty-to-every-single-bill/,,,,,,,
2017,09,07,14:44:1,2017,09,07,14:44:1,,DACA Fraud Rate at '40 to 50 Percent', Says Former Immigration Official,"Fraud is rampant and “huge” for DACA, a former official with the United States Citizenship and Immigration Services (USCIS) agency alleges." Found at: http://www.breitbart.com/texas/2017/09/07/daca-fraud-rate-40-50-percent-says-former-immigration-official/,,,,,,,
2017,09,07,11:35:5,2017,09,07,11:35:5,,Conservatives Furious after Trump Cuts Deal with Pelosi, Schumer,"Conservative groups and lawmakers are expressing their fury at President Trump for his shocking decision to make a deal" Found at: http://www.breitbart.com/big-government/2017/09/07/conservatives-furious-after-trump-cuts-debt-ceiling-deal-with-nancy-pelosi-chuck-schumer/,,,,,,,
2017,09,07,05:31:4,2017,09,07,05:31:4,,North Korea Nukes Driving California 'Star Wars' Defense Boom - Breitbart,"North Korea flying missiles over Japan turbo-charged what was already the beginning of a Southern California “Star Wars” defense boom." Found at: http://www.breitbart.com/california/2017/09/07/north-korea-nukes-driving-so-cal-star-wars-defense-boom/,,,,,,,
2017,09,06,15:36:0,2017,09,06,15:36:0,,Trump Admin Memo: DACAs Should 'Prepare' for 'Their Departure' from U.S. - Breitbart,"DACA recipients should "prepare" for "their departure" from the United States, a document from President Trump's administration notes." Found at: http://www.breitbart.com/big-government/2017/09/06/trump-admin-memo-dacas-should-prepare-for-their-departure-from-u-s/,,,,,,,
2017,09,25,07:41:3,2017,09,25,07:41:3,,Delingpole: 'Make Trump Experience Climate Pain' Urges Alarmist Psychology Prof,"From the School of Really Dumb Climate Change Solutions, a proposal from Lisa Feldman Barrett - a psychology prof at Northeastern University:" Found at: http://www.breitbart.com/big-government/2017/09/25/delingpole-make-trump-experience-climate-pain-urges-alarmist-psychology-prof/,,,,,,,
2017,09,25,06:27:4,2017,09,25,06:27:4,,The NFL Hates America: 9 Pieces of Proof,"Because the NFL allows players to protest our flag and anthem and fines every other act of self-expression, we know the NFL hates America." Found at: http://www.breitbart.com/sports/2017/09/25/nfl-hates-america-9-pieces-proof/,,,,,,,
2017,09,24,15:48:0,2017,09,24,15:48:0,,Bengals Stand: 'Football and Politics Don't Mix Easily' - Breitbart,"The Bengals entered Week 3 of the NFL season, having not scored an offensive touchdown. However, amidst a sea of protest across the league" Found at: http://www.breitbart.com/sports/2017/09/24/bengals-stand-football-politics-dont-mix-easily/,,,,,,,
2017,09,24,14:02:1,2017,09,24,14:02:1,,Former Trump Supporter Rex Ryan on POTUS' Comments About Anthem Protesters: 'I'm Pissed Off' - Breitbart,"Former Bills and Jets head coach Rex Ryan was a big fan of President Trump, he even introduced Trump when he came to Buffalo for a" Found at: http://www.breitbart.com/sports/2017/09/24/former-trump-supporter-rex-ryan-potus-comments-about-anthem-protesters-im-pissed-off/,,,,,,,
2017,09,24,13:15:1,2017,09,24,13:15:1,,State of California, Private Donors Cover DACA Recipients' Renewal Fees - Breitbart,"Donors throughout California are giving thousands to cover costs for Deferred Action for Childhood Arrivals (DACA) recipients' renewals." Found at: http://www.breitbart.com/california/2017/09/24/donors-daca-recipients-california/,,,,,,,
